Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
17/12/2021,Tripura,2564655,2096524,4661179,
17/12/2021,Uttar Pradesh,121435598,62976283,184411881,
17/12/2021,Uttarakhand,7697947,5848056,13546003,
17/12/2021,West Bengal,64261893,35217445,99479338,
17/12/2021,Miscellaneous,2237800,1570249,3808049,
17/12/2021,Total,824401317,542203856,1366605173,
18/12/2021,Andaman and Nicobar Islands,298736,287206,585942,
18/12/2021,Andhra Pradesh,38459031,27413591,65872622,
18/12/2021,Arunachal Pradesh,802347,639289,1441636,
18/12/2021,Assam,21653283,14435988,36089271,
18/12/2021,Bihar,56593680,36597076,93190756,
18/12/2021,Chandigarh,958317,691478,1649795,
18/12/2021,Chhattisgarh,17407178,11201498,28608676,
18/12/2021,Dadra and Nagar Haveli and Daman and Diu,690618,490777,1181395,
18/12/2021,Delhi,14665072,10168625,24833697,
18/12/2021,Goa,1296050,1079859,2375909,
18/12/2021,Gujarat,46524252,40469020,86993272,
18/12/2021,Haryana,19103803,12046980,31150783,
18/12/2021,Himachal Pradesh,5851568,5462246,11313814,
18/12/2021,Jammu and Kashmir,9656002,7920826,17576828,
18/12/2021,Jharkhand,17650942,9786880,27437822,
18/12/2021,Karnataka,47061213,35592957,82654170,
18/12/2021,Kerala,25979133,19763786,45742919,
18/12/2021,Ladakh,213292,174557,387849,
18/12/2021,Lakshadweep,55538,51187,106725,
18/12/2021,Madhya Pradesh,51858991,46191574,98050565,
18/12/2021,Maharashtra,78779606,48907326,127686932,
18/12/2021,Manipur,1311262,957200,2268462,
18/12/2021,Meghalaya,1225918,873198,2099116,
18/12/2021,Mizoram,743228,580724,1323952,
18/12/2021,Nagaland,755657,570404,1326061,
18/12/2021,Odisha,28647173,18675001,47322174,
18/12/2021,Puducherry,820252,530910,1351162,
18/12/2021,Punjab,16922236,8793714,25715950,
18/12/2021,Rajasthan,45275265,31640417,76915682,
18/12/2021,Sikkim,524404,479953,1004357,
18/12/2021,Tamil Nadu,48571674,30771175,79342849,
18/12/2021,Telangana,27231493,16177543,43409036,
18/12/2021,Tripura,2565004,2099327,4664331,
18/12/2021,Uttar Pradesh,121930385,63696214,185626599,
18/12/2021,Uttarakhand,7703556,5882853,13586409,
18/12/2021,West Bengal,64295223,35622462,99917685,
18/12/2021,Miscellaneous,2237800,1570249,3808049,
18/12/2021,Total,826319182,548294070,1374613252,
19/12/2021,Andaman and Nicobar Islands,298784,287414,586198,
19/12/2021,Andhra Pradesh,38500624,27430590,65931214,
19/12/2021,Arunachal Pradesh,802356,639312,1441668,
19/12/2021,Assam,21655772,14455977,36111749,
19/12/2021,Bihar,56631689,36778814,93410503,
19/12/2021,Chandigarh,958681,692815,1651496,
19/12/2021,Chhattisgarh,17417619,11231164,28648783,
19/12/2021,Dadra and Nagar Haveli and Daman and Diu,690763,491100,1181863,
19/12/2021,Delhi,14676220,10187592,24863812,
19/12/2021,Goa,1296071,1079989,2376060,
19/12/2021,Gujarat,46537603,40533027,87070630,
19/12/2021,Haryana,19115207,12094449,31209656,
19/12/2021,Himachal Pradesh,5851599,5462443,11314042,
19/12/2021,Jammu and Kashmir,9656493,7954322,17610815,
19/12/2021,Jharkhand,17709563,9890652,27600215,
19/12/2021,Karnataka,47078786,35659622,82738408,
19/12/2021,Kerala,25984097,19805420,45789517,
19/12/2021,Ladakh,213292,174557,387849,
19/12/2021,Lakshadweep,55538,51190,106728,
19/12/2021,Madhya Pradesh,51870963,46289984,98160947,
19/12/2021,Maharashtra,78809173,48971917,127781090,
19/12/2021,Manipur,1311852,958145,2269997,
19/12/2021,Meghalaya,1226137,873284,2099421,
19/12/2021,Mizoram,743230,580727,1323957,
19/12/2021,Nagaland,756073,570798,1326871,
19/12/2021,Odisha,28665613,18727848,47393461,
19/12/2021,Puducherry,820895,531893,1352788,
19/12/2021,Punjab,16925302,8802617,25727919,
19/12/2021,Rajasthan,45294625,31693446,76988071,
19/12/2021,Sikkim,524404,479953,1004357,
19/12/2021,Tamil Nadu,48654498,30931857,79586355,
19/12/2021,Telangana,27261637,16238875,43500512,
19/12/2021,Tripura,2565015,2099386,4664401,
19/12/2021,Uttar Pradesh,122155319,63943852,186099171,
19/12/2021,Uttarakhand,7706039,5900719,13606758,
19/12/2021,West Bengal,64301489,35693539,99995028,
19/12/2021,Miscellaneous,2237800,1570249,3808049,
19/12/2021,Total,826960821,549759538,1376720359,
20/12/2021,Andaman and Nicobar Islands,298884,288410,587294,
20/12/2021,Andhra Pradesh,38661054,27581235,66242289,
20/12/2021,Arunachal Pradesh,802809,641416,1444225,
20/12/2021,Assam,21664789,14606258,36271047,
20/12/2021,Bihar,56708277,37126189,93834466,
20/12/2021,Chandigarh,959431,695481,1654912,
20/12/2021,Chhattisgarh,17438364,11330722,28769086,
20/12/2021,Dadra and Nagar Haveli and Daman and Diu,691633,493958,1185591,
20/12/2021,Delhi,14717283,10277596,24994879,
20/12/2021,Goa,1296768,1083421,2380189,
20/12/2021,Gujarat,46566991,40739708,87306699,
20/12/2021,Haryana,19154831,12251680,31406511,
20/12/2021,Himachal Pradesh,5852475,5466481,11318956,
20/12/2021,Jammu and Kashmir,9658846,8014919,17673765,
20/12/2021,Jharkhand,17775511,10014830,27790341,
20/12/2021,Karnataka,47143294,35928627,83071921,
20/12/2021,Kerala,26005189,19989196,45994385,
20/12/2021,Ladakh,213388,174788,388176,
20/12/2021,Lakshadweep,55540,51442,106982,
20/12/2021,Madhya Pradesh,51897708,46783242,98680950,
20/12/2021,Maharashtra,78963468,49456156,128419624,
20/12/2021,Manipur,1313475,962565,2276040,
20/12/2021,Meghalaya,1228114,876104,2104218,
20/12/2021,Mizoram,743916,581576,1325492,
20/12/2021,Nagaland,756789,572283,1329072,
20/12/2021,Odisha,28708138,18910383,47618521,
20/12/2021,Puducherry,823925,535735,1359660,
20/12/2021,Punjab,16938636,8852983,25791619,
20/12/2021,Rajasthan,45355417,31903201,77258618,
20/12/2021,Sikkim,524495,480798,1005293,
20/12/2021,Tamil Nadu,48758694,31131537,79890231,
20/12/2021,Telangana,27329335,16528421,43857756,
20/12/2021,Tripura,2565610,2103070,4668680,
20/12/2021,Uttar Pradesh,122655409,64794727,187450136,
20/12/2021,Uttarakhand,7712466,5944936,13657402,
20/12/2021,West Bengal,64341009,36214045,100555054,
20/12/2021,Miscellaneous,2237805,1570296,3808101,
20/12/2021,Total,828519766,554958415,1383478181,
21/12/2021,Andaman and Nicobar Islands,298965,289175,588140,
21/12/2021,Andhra Pradesh,38764063,27722836,66486899,
21/12/2021,Arunachal Pradesh,803064,642577,1445641,
21/12/2021,Assam,21673774,14763842,36437616,
21/12/2021,Bihar,56783436,37441880,94225316,
21/12/2021,Chandigarh,960151,698021,1658172,
21/12/2021,Chhattisgarh,17464848,11440641,28905489,
21/12/2021,Dadra and Nagar Haveli and Daman and Diu,692405,496203,1188608,
21/12/2021,Delhi,14754586,10357783,25112369,
21/12/2021,Goa,1297298,1085919,2383217,
21/12/2021,Gujarat,46593820,40923300,87517120,
21/12/2021,Haryana,19195307,12403782,31599089,
21/12/2021,Himachal Pradesh,5853138,5470070,11323208,
21/12/2021,Jammu and Kashmir,9661066,8079586,17740652,
21/12/2021,Jharkhand,17849301,10145337,27994638,
21/12/2021,Karnataka,47193350,36126585,83319935,
21/12/2021,Kerala,26022883,20149940,46172823,
21/12/2021,Ladakh,213426,174891,388317,
21/12/2021,Lakshadweep,55543,51647,107190,
21/12/2021,Madhya Pradesh,51918146,47087701,99005847,
21/12/2021,Maharashtra,79094760,49883457,128978217,
21/12/2021,Manipur,1314725,965683,2280408,
21/12/2021,Meghalaya,1230364,878688,2109052,
21/12/2021,Mizoram,744499,583357,1327856,
21/12/2021,Nagaland,757205,573412,1330617,
21/12/2021,Odisha,28746494,19076425,47822919,
21/12/2021,Puducherry,826372,539061,1365433,
21/12/2021,Punjab,16951763,8900993,25852756,
21/12/2021,Rajasthan,45415844,32126073,77541917,
21/12/2021,Sikkim,524656,481751,1006407,
21/12/2021,Tamil Nadu,48846295,31291570,80137865,
21/12/2021,Telangana,27393516,16826866,44220382,
21/12/2021,Tripura,2566065,2106089,4672154,
21/12/2021,Uttar Pradesh,123171192,65660012,188831204,
21/12/2021,Uttarakhand,7718782,5986563,13705345,
21/12/2021,West Bengal,64374740,36624965,100999705,
21/12/2021,Miscellaneous,2237813,1570334,3808147,
21/12/2021,Total,829963655,559627015,1389590670,
22/12/2021,Andaman and Nicobar Islands,299049,289843,588892,
22/12/2021,Andhra Pradesh,38844736,27868885,66713621,
22/12/2021,Arunachal Pradesh,803319,643740,1447059,
22/12/2021,Assam,21681149,14886470,36567619,
22/12/2021,Bihar,56954268,38165315,95119583,
22/12/2021,Chandigarh,960831,700656,1661487,
22/12/2021,Chhattisgarh,17490541,11550895,29041436,
22/12/2021,Dadra and Nagar Haveli and Daman and Diu,693170,499024,1192194,
22/12/2021,Delhi,14786569,10428328,25214897,
22/12/2021,Goa,1297711,1088029,2385740,
22/12/2021,Gujarat,46617786,41080646,87698432,
22/12/2021,Haryana,19236939,12547602,31784541,
22/12/2021,Himachal Pradesh,5854003,5473303,11327306,
22/12/2021,Jammu and Kashmir,9663268,8139610,17802878,
22/12/2021,Jharkhand,17927571,10278836,28206407,
22/12/2021,Karnataka,47286858,36614974,83901832,
22/12/2021,Kerala,26032127,20215979,46248106,
22/12/2021,Ladakh,213459,174981,388440,
22/12/2021,Lakshadweep,55543,51824,107367,
22/12/2021,Madhya Pradesh,51967244,48211116,100178360,
22/12/2021,Maharashtra,79225053,50314300,129539353,
22/12/2021,Manipur,1316224,969372,2285596,
22/12/2021,Meghalaya,1231463,880362,2111825,
22/12/2021,Mizoram,745077,584396,1329473,
22/12/2021,Nagaland,757426,574197,1331623,
22/12/2021,Odisha,28781038,19241172,48022210,
22/12/2021,Puducherry,828813,542159,1370972,
22/12/2021,Punjab,16964644,8947388,25912032,
22/12/2021,Rajasthan,45494292,32404742,77899034,
22/12/2021,Sikkim,524712,482188,1006900,
22/12/2021,Tamil Nadu,48919780,31421318,80341098,
22/12/2021,Telangana,27460498,17074139,44534637,
22/12/2021,Tripura,2566355,2108236,4674591,
22/12/2021,Uttar Pradesh,123637832,66421345,190059177,
22/12/2021,Uttarakhand,7725086,6027728,13752814,
22/12/2021,West Bengal,64404584,37016480,101421064,
22/12/2021,Miscellaneous,2237817,1570361,3808178,
22/12/2021,Total,831486835,565489939,1396976774,
23/12/2021,Andaman and Nicobar Islands,299108,290392,589500,
23/12/2021,Andhra Pradesh,38917088,28027430,66944518,
23/12/2021,Arunachal Pradesh,803623,644793,1448416,
23/12/2021,Assam,21689251,15035012,36724263,
23/12/2021,Bihar,57029681,38485308,95514989,
23/12/2021,Chandigarh,961939,704048,1665987,
23/12/2021,Chhattisgarh,17511155,11641510,29152665,
23/12/2021,Dadra and Nagar Haveli and Daman and Diu,693791,502225,1196016,
23/12/2021,Delhi,14827644,10510161,25337805,
23/12/2021,Goa,1298113,1089993,2388106,
23/12/2021,Gujarat,46644349,41267598,87911947,
23/12/2021,Haryana,19304398,12752574,32056972,
23/12/2021,Himachal Pradesh,5854573,5476345,11330918,
23/12/2021,Jammu and Kashmir,9665648,8207886,17873534,
23/12/2021,Jharkhand,18002902,10402820,28405722,
23/12/2021,Karnataka,47330518,36807257,84137775,
23/12/2021,Kerala,26048555,20351524,46400079,
23/12/2021,Ladakh,213501,175059,388560,
23/12/2021,Lakshadweep,55545,51973,107518,
23/12/2021,Madhya Pradesh,51992028,48728559,100720587,
23/12/2021,Maharashtra,79348107,50747583,130095690,
23/12/2021,Manipur,1317402,972329,2289731,
23/12/2021,Meghalaya,1232073,881264,2113337,
23/12/2021,Mizoram,745471,584625,1330096,
23/12/2021,Nagaland,757466,574331,1331797,
23/12/2021,Odisha,28820869,19428001,48248870,
23/12/2021,Puducherry,830858,545003,1375861,
23/12/2021,Punjab,16976469,8986144,25962613,
23/12/2021,Rajasthan,45558270,32595671,78153941,
23/12/2021,Sikkim,524755,482488,1007243,
23/12/2021,Tamil Nadu,48990000,31557231,80547231,
23/12/2021,Telangana,27533453,17371345,44904798,
23/12/2021,Tripura,2566780,2111958,4678738,
23/12/2021,Uttar Pradesh,124176238,67317813,191494051,
23/12/2021,Uttarakhand,7730900,6064855,13795755,
23/12/2021,West Bengal,64431291,37297941,101729232,
23/12/2021,Miscellaneous,2237821,1570381,3808202,
23/12/2021,Total,832921633,570241430,1403163063,
24/12/2021,Andaman and Nicobar Islands,299192,290956,590148,
24/12/2021,Andhra Pradesh,39046174,28249891,67296065,
24/12/2021,Arunachal Pradesh,803897,645668,1449565,
24/12/2021,Assam,21695973,15165886,36861859,
24/12/2021,Bihar,57206789,39208597,96415386,
24/12/2021,Chandigarh,962266,704992,1667258,
24/12/2021,Chhattisgarh,17530521,11712477,29242998,
24/12/2021,Dadra and Nagar Haveli and Daman and Diu,694312,505303,1199615,
24/12/2021,Delhi,14866960,10585348,25452308,
24/12/2021,Goa,1298538,1092153,2390691,
24/12/2021,Gujarat,46667374,41415602,88082976,
24/12/2021,Haryana,19387806,12971489,32359295,
24/12/2021,Himachal Pradesh,5855392,5479926,11335318,
24/12/2021,Jammu and Kashmir,9668069,8276271,17944340,
24/12/2021,Jharkhand,18077497,10521669,28599166,
24/12/2021,Karnataka,47375767,37073298,84449065,
24/12/2021,Kerala,26062415,20466336,46528751,
24/12/2021,Ladakh,213562,175145,388707,
24/12/2021,Lakshadweep,55547,52080,107627,
24/12/2021,Madhya Pradesh,52011418,49039043,101050461,
24/12/2021,Maharashtra,79466867,51184888,130651755,
24/12/2021,Manipur,1318739,975397,2294136,
24/12/2021,Meghalaya,1232156,881470,2113626,
24/12/2021,Mizoram,745476,584625,1330101,
24/12/2021,Nagaland,757499,574446,1331945,
24/12/2021,Odisha,28860237,19603862,48464099,
24/12/2021,Puducherry,832547,547679,1380226,
24/12/2021,Punjab,16987173,9018838,26006011,
24/12/2021,Rajasthan,45673823,33012550,78686373,
24/12/2021,Sikkim,524763,482612,1007375,
24/12/2021,Tamil Nadu,49053903,31683720,80737623,
24/12/2021,Telangana,27595033,17630080,45225113,
24/12/2021,Tripura,2567089,2114269,4681358,
24/12/2021,Uttar Pradesh,124700102,68205734,192905836,
24/12/2021,Uttarakhand,7737800,6110092,13847892,
24/12/2021,West Bengal,64469236,37773855,102243091,
24/12/2021,Miscellaneous,2237836,1570409,3808245,
24/12/2021,Total,834539748,575586656,1410126404,
25/12/2021,Andaman and Nicobar Islands,299193,290960,590153,
25/12/2021,Andhra Pradesh,39082269,28282108,67364377,
25/12/2021,Arunachal Pradesh,803926,645719,1449645,
25/12/2021,Assam,21698506,15231335,36929841,
25/12/2021,Bihar,57257387,39465000,96722387,
25/12/2021,Chandigarh,963082,706561,1669643,
25/12/2021,Chhattisgarh,17538372,11741814,29280186,
25/12/2021,Dadra and Nagar Haveli and Daman and Diu,694624,506638,1201262,
25/12/2021,Delhi,14904934,10656407,25561341,
25/12/2021,Goa,1298566,1092288,2390854,
25/12/2021,Gujarat,46679899,41478976,88158875,
25/12/2021,Haryana,19447492,13124511,32572003,
25/12/2021,Himachal Pradesh,5855467,5480288,11335755,
25/12/2021,Jammu and Kashmir,9669641,8345032,18014673,
25/12/2021,Jharkhand,18128528,10595040,28723568,
25/12/2021,Karnataka,47397007,37188153,84585160,
25/12/2021,Kerala,26063740,20475980,46539720,
25/12/2021,Ladakh,213562,175159,388721,
25/12/2021,Lakshadweep,55549,52233,107782,
25/12/2021,Madhya Pradesh,52021928,49248305,101270233,
25/12/2021,Maharashtra,79534721,51401892,130936613,
25/12/2021,Manipur,1319028,976379,2295407,
25/12/2021,Meghalaya,1232183,881478,2113661,
25/12/2021,Mizoram,745476,584625,1330101,
25/12/2021,Nagaland,757499,574446,1331945,
25/12/2021,Odisha,28900609,19759358,48659967,
25/12/2021,Puducherry,833257,548759,1382016,
25/12/2021,Punjab,16991527,9029960,26021487,
25/12/2021,Rajasthan,45774425,33274965,79049390,
25/12/2021,Sikkim,524768,482628,1007396,
25/12/2021,Tamil Nadu,49086314,31744661,80830975,
25/12/2021,Telangana,27606279,17667866,45274145,
25/12/2021,Tripura,2567161,2114482,4681643,
25/12/2021,Uttar Pradesh,125148637,68874903,194023540,
25/12/2021,Uttarakhand,7742580,6141500,13884080,
25/12/2021,West Bengal,64473202,37812433,102285635,
25/12/2021,Miscellaneous,2237836,1570409,3808245,
25/12/2021,Total,835549174,578223251,1413772425,
26/12/2021,Andaman and Nicobar Islands,299193,290965,590158,
26/12/2021,Andhra Pradesh,39111066,28362785,67473851,
26/12/2021,Arunachal Pradesh,803940,645838,1449778,
26/12/2021,Assam,21699709,15257237,36956946,
26/12/2021,Bihar,57291228,39638095,96929323,
26/12/2021,Chandigarh,964756,710196,1674952,
26/12/2021,Chhattisgarh,17545322,11766765,29312087,
26/12/2021,Dadra and Nagar Haveli and Daman and Diu,694640,506673,1201313,
26/12/2021,Delhi,14917118,10676398,25593516,
26/12/2021,Goa,1298585,1092418,2391003,
26/12/2021,Gujarat,46686891,41511100,88197991,
26/12/2021,Haryana,19499954,13252889,32752843,
26/12/2021,Himachal Pradesh,5855484,5480407,11335891,
26/12/2021,Jammu and Kashmir,9670041,8408067,18078108,
26/12/2021,Jharkhand,18189177,10691174,28880351,
26/12/2021,Karnataka,47405971,37229076,84635047,
26/12/2021,Kerala,26064051,20478475,46542526,
26/12/2021,Ladakh,213562,175159,388721,
26/12/2021,Lakshadweep,55549,52332,107881,
26/12/2021,Madhya Pradesh,52024949,49296810,101321759,
26/12/2021,Maharashtra,79556417,51464596,131021013,
26/12/2021,Manipur,1319344,977220,2296564,
26/12/2021,Meghalaya,1232183,881478,2113661,
26/12/2021,Mizoram,745476,584625,1330101,
26/12/2021,Nagaland,757548,574474,1332022,
26/12/2021,Odisha,28943967,19865935,48809902,
26/12/2021,Puducherry,833749,549638,1383387,
26/12/2021,Punjab,16994529,9038377,26032906,
26/12/2021,Rajasthan,45821509,33359049,79180558,
26/12/2021,Sikkim,524768,482628,1007396,
26/12/2021,Tamil Nadu,49422835,32663335,82086170,
26/12/2021,Telangana,27621913,17693953,45315866,
26/12/2021,Tripura,2567233,2114584,4681817,
26/12/2021,Uttar Pradesh,125403759,69173864,194577623,
26/12/2021,Uttarakhand,7745286,6161334,13906620,
26/12/2021,West Bengal,64477012,37850746,102327758,
26/12/2021,Miscellaneous,2237836,1570409,3808245,
26/12/2021,Total,836496550,580529104,1417025654,
27/12/2021,Andaman and Nicobar Islands,299288,291582,590870,
27/12/2021,Andhra Pradesh,39241992,28695238,67937230,
27/12/2021,Arunachal Pradesh,804372,647308,1451680,
27/12/2021,Assam,21707735,15412109,37119844,
27/12/2021,Bihar,57436164,40351706,97787870,
27/12/2021,Chandigarh,968004,717014,1685018,
27/12/2021,Chhattisgarh,17560966,11833422,29394388,
27/12/2021,Dadra and Nagar Haveli and Daman and Diu,695343,509352,1204695,
27/12/2021,Delhi,14979848,10789043,25768891,
27/12/2021,Goa,1299309,1096000,2395309,
27/12/2021,Gujarat,46748940,41873120,88622060,
27/12/2021,Haryana,19595394,13477876,33073270,
27/12/2021,Himachal Pradesh,5856699,5484776,11341475,
27/12/2021,Jammu and Kashmir,9673277,8517236,18190513,
27/12/2021,Jharkhand,18261641,10807742,29069383,
27/12/2021,Karnataka,47456818,37487077,84943895,
27/12/2021,Kerala,26081868,20618674,46700542,
27/12/2021,Ladakh,213653,175333,388986,
27/12/2021,Lakshadweep,55553,52520,108073,
27/12/2021,Madhya Pradesh,52046471,49563976,101610447,
27/12/2021,Maharashtra,79691293,51947789,131639082,
27/12/2021,Manipur,1320660,980810,2301470,
27/12/2021,Meghalaya,1232630,882256,2114886,
27/12/2021,Mizoram,745617,584626,1330243,
27/12/2021,Nagaland,757595,574586,1332181,
27/12/2021,Odisha,29006598,20065179,49071777,
27/12/2021,Puducherry,835940,553248,1389188,
27/12/2021,Punjab,17007826,9077315,26085141,
27/12/2021,Rajasthan,45939581,33636386,79575967,
27/12/2021,Sikkim,524823,483182,1008005,
27/12/2021,Tamil Nadu,49516708,32864878,82381586,
27/12/2021,Telangana,27687736,18019712,45707448,
27/12/2021,Tripura,2567952,2118514,4686466,
27/12/2021,Uttar Pradesh,125940431,70118472,196058903,
27/12/2021,Uttarakhand,7753573,6210155,13963728,
27/12/2021,West Bengal,64513275,38329706,102842981,
27/12/2021,Miscellaneous,2237836,1570409,3808245,
27/12/2021,Total,838263409,586418327,1424681736,
28/12/2021,Andaman and Nicobar Islands,299393,292205,591598,
